0	0	1.0
0	48	1.0
0	34	1.0
0	37	1.0
0	38	1.0
0	40	1.0
0	41	1.0
0	10	1.0
0	16	1.0
0	49	1.0
0	53	1.0
0	9	1.0
0	24	1.0
0	25	1.0
1	1	1.0
1	38	1.0
1	48	1.0
1	41	1.0
1	10	1.0
1	16	1.0
1	49	1.0
1	51	1.0
1	53	1.0
1	54	1.0
1	9	1.0
1	59	1.0
2	16	1.0
2	48	1.0
2	2	1.0
2	51	1.0
2	49	1.0
2	38	1.0
2	41	1.0
2	9	1.0
2	59	1.0
2	34	1.0
2	53	1.0
3	16	1.0
3	48	1.0
3	34	1.0
3	3	1.0
3	49	1.0
3	51	1.0
3	41	1.0
3	9	1.0
3	59	1.0
3	53	1.0
4	16	1.0
4	48	1.0
4	34	1.0
4	35	1.0
4	4	1.0
4	53	1.0
4	51	1.0
4	49	1.0
4	41	1.0
4	54	1.0
4	59	1.0
5	48	1.0
5	34	1.0
5	35	1.0
5	5	1.0
5	41	1.0
5	16	1.0
5	49	1.0
5	51	1.0
5	52	1.0
5	53	1.0
5	54	1.0
5	9	1.0
5	59	1.0
6	48	1.0
6	35	1.0
6	6	1.0
6	41	1.0
6	10	1.0
6	16	1.0
6	49	1.0
6	50	1.0
6	51	1.0
6	52	1.0
6	53	1.0
6	54	1.0
6	59	1.0
7	16	1.0
7	48	1.0
7	34	1.0
7	49	1.0
7	38	1.0
7	25	1.0
7	24	1.0
7	9	1.0
7	7	1.0
7	53	1.0
8	16	1.0
8	48	1.0
8	51	1.0
8	53	1.0
8	38	1.0
8	49	1.0
8	8	1.0
8	9	1.0
9	16	1.0
9	48	1.0
9	34	1.0
9	51	1.0
9	53	1.0
9	49	1.0
9	9	1.0
9	10	1.0
9	59	1.0
10	16	1.0
10	48	1.0
10	34	1.0
10	51	1.0
10	53	1.0
10	49	1.0
10	10	1.0
10	59	1.0
11	16	1.0
11	48	1.0
11	34	1.0
11	51	1.0
11	52	1.0
11	53	1.0
11	59	1.0
11	49	1.0
11	11	1.0
11	50	1.0
12	16	1.0
12	48	1.0
12	50	1.0
12	51	1.0
12	52	1.0
12	53	1.0
12	54	1.0
12	49	1.0
12	59	1.0
12	12	1.0
13	16	1.0
13	49	1.0
13	50	1.0
13	51	1.0
13	52	1.0
13	53	1.0
13	54	1.0
13	48	1.0
13	41	1.0
13	59	1.0
13	13	1.0
14	16	1.0
14	48	1.0
14	53	1.0
14	38	1.0
14	49	1.0
14	25	1.0
14	14	1.0
14	47	1.0
15	16	1.0
15	48	1.0
15	51	1.0
15	53	1.0
15	38	1.0
15	49	1.0
15	41	1.0
15	15	1.0
15	47	1.0
16	16	1.0
16	49	1.0
16	50	1.0
16	51	1.0
16	53	1.0
16	41	1.0
16	58	1.0
16	12	1.0
17	16	1.0
17	17	1.0
17	50	1.0
17	51	1.0
17	48	1.0
17	53	1.0
17	49	1.0
17	58	1.0
17	59	1.0
18	16	1.0
18	48	1.0
18	18	1.0
18	51	1.0
18	52	1.0
18	53	1.0
18	49	1.0
18	58	1.0
18	59	1.0
18	50	1.0
19	16	1.0
19	48	1.0
19	50	1.0
19	19	1.0
19	52	1.0
19	53	1.0
19	51	1.0
19	49	1.0
19	58	1.0
19	54	1.0
19	59	1.0
20	48	1.0
20	14	1.0
